	unit	allowed_users	tissue	measurement_type	access	raw_pk	interventions	substance	calculated	group_count	group_name	group_pk	mean	individual_name	individual_pk	value	timecourse_pk	time_unit	time	se	cv	sd	pharmacokinetics	figure	min	max	median	measurement_type_intervention	access_intervention	allowed_users_intervention	raw_pk_intervention	substance_intervention	application	route	unit_intervention	value_intervention	form	time_intervention	time_unit_intervention	choice	sd_intervention	max_intervention	min_intervention	study	subject_pk	subject_name	('general', 'group_pk')	('species', 'choice')	('species', 'count')	('sex', 'choice')	('sex', 'count')	('healthy', 'choice')	('healthy', 'count')	('age', 'count')	('age', 'max')	('age', 'mean')	('age', 'min')	('age', 'sd')	('age', 'se')	('age', 'unit')	('age', 'value')	('weight', 'count')	('weight', 'max')	('weight', 'mean')	('weight', 'median')	('weight', 'min')	('weight', 'sd')	('weight', 'se')	('weight', 'unit')	('weight', 'value')	('medication', 'choice')	('medication', 'count')	('overnight fast', 'choice')	('overnight fast', 'count')	('smoking', 'choice')	('smoking', 'count')	('ethnicity', 'choice')	('ethnicity', 'count')	('height', 'count')	('height', 'max')	('height', 'mean')	('height', 'min')	('height', 'sd')	('height', 'unit')	('bmi', 'count')	('bmi', 'max')	('bmi', 'mean')	('bmi', 'min')	('bmi', 'sd')	('bmi', 'unit')	('gfr', 'count')	('gfr', 'mean')	('gfr', 'sd')	('gfr', 'unit')	('oral contraceptives', 'choice')	('oral contraceptives', 'count')	('abstinence medication', 'count')	('abstinence medication', 'min')	('abstinence medication', 'unit')	('body surface area', 'count')	('body surface area', 'max')	('body surface area', 'median')	('body surface area', 'min')	('body surface area', 'unit')	('body surface area', 'value')	('concentration', 'count')	('concentration', 'min')	('concentration', 'substance')	('concentration', 'unit')	('concentration', 'value')	('disease', 'choice')	('disease', 'count')	('disease', 'unit')	('disease', 'value')	('liver function test', 'choice')	('liver function test', 'count')	('biochemistry (categorial)', 'choice')	('biochemistry (categorial)', 'count')	('biochemistry (categorial)', 'substance')	('abstinence alcohol', 'count')	('abstinence alcohol', 'min')	('abstinence alcohol', 'unit')	('alcohol', 'choice')	('alcohol', 'count')	('age (categorial)', 'choice')	('age (categorial)', 'count')	('clearance', 'count')	('clearance', 'max')	('clearance', 'min')	('clearance', 'substance')	('clearance', 'unit')	('clearance', 'value')	('fasting (duration)', 'count')	('fasting (duration)', 'min')	('fasting (duration)', 'unit')	('abstinence', 'count')	('abstinence', 'min')	('abstinence', 'substance')	('abstinence', 'unit')	('liver volume', 'count')	('liver volume', 'mean')	('liver volume', 'se')	('liver volume', 'unit')	('weight (categorial)', 'choice')	('weight (categorial)', 'count')	('obesity index', 'count')	('obesity index', 'max')	('obesity index', 'min')	('obesity index', 'unit')	('pregnancy status', 'choice')	('pregnancy status', 'count')	('fasting', 'choice')	('fasting', 'count')	('kidney function test', 'choice')	('kidney function test', 'count')	('body position', 'choice')	('body position', 'count')	('amount', 'count')	('amount', 'substance')	('amount', 'unit')	('amount', 'value')
3030	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13571	518	paracetamol glucuronide	False					Y2	1248.0	0.19												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1248	Y2	214	homo sapiens	16	M	16	Y	8.0	1.0						yr	19.0	8.0	82.0	74.9		69.0	5.3		kilogram				Y	16.0	N	16																					8	7.00e+00	day																normal	8.0	('normal', 'normal', 'normal', 'normal')	(8, 8, 8, 8)	('alt', 'albumin', 'bilirubin', 'creatinine')						young	8.0																												normal	8.0						
3031	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13572	518	paracetamol sulfate	False					Y2	1248.0	0.107												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1248	Y2	214	homo sapiens	16	M	16	Y	8.0	1.0						yr	19.0	8.0	82.0	74.9		69.0	5.3		kilogram				Y	16.0	N	16																					8	7.00e+00	day																normal	8.0	('normal', 'normal', 'normal', 'normal')	(8, 8, 8, 8)	('alt', 'albumin', 'bilirubin', 'creatinine')						young	8.0																												normal	8.0						
3032	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	clearance_renal	public	13574	518	paracetamol	False					Y2	1248.0	0.012												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1248	Y2	214	homo sapiens	16	M	16	Y	8.0	1.0						yr	19.0	8.0	82.0	74.9		69.0	5.3		kilogram				Y	16.0	N	16																					8	7.00e+00	day																normal	8.0	('normal', 'normal', 'normal', 'normal')	(8, 8, 8, 8)	('alt', 'albumin', 'bilirubin', 'creatinine')						young	8.0																												normal	8.0						
3033	hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	thalf	public	13593	518	paracetamol	False					Y6	1252.0	1.8												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1252	Y6	214	homo sapiens	16	M	16	Y	8.0	1.0						yr	26.0	8.0	82.0	74.9		69.0	5.3		kilogram				Y	16.0	N	16																					8	7.00e+00	day																normal	8.0	('normal', 'normal', 'normal', 'normal')	(8, 8, 8, 8)	('alt', 'albumin', 'bilirubin', 'creatinine')						young	8.0																												normal	8.0						
3034	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13594	518	paracetamol	False					Y6	1252.0	0.0108												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1252	Y6	214	homo sapiens	16	M	16	Y	8.0	1.0						yr	26.0	8.0	82.0	74.9		69.0	5.3		kilogram				Y	16.0	N	16																					8	7.00e+00	day																normal	8.0	('normal', 'normal', 'normal', 'normal')	(8, 8, 8, 8)	('alt', 'albumin', 'bilirubin', 'creatinine')						young	8.0																												normal	8.0						
3035	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13596	518	paracetamol sulfate	False					Y6	1252.0	0.127												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1252	Y6	214	homo sapiens	16	M	16	Y	8.0	1.0						yr	26.0	8.0	82.0	74.9		69.0	5.3		kilogram				Y	16.0	N	16																					8	7.00e+00	day																normal	8.0	('normal', 'normal', 'normal', 'normal')	(8, 8, 8, 8)	('alt', 'albumin', 'bilirubin', 'creatinine')						young	8.0																												normal	8.0						
3036	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	clearance_renal	public	13598	518	paracetamol	False					Y6	1252.0	0.0108												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1252	Y6	214	homo sapiens	16	M	16	Y	8.0	1.0						yr	26.0	8.0	82.0	74.9		69.0	5.3		kilogram				Y	16.0	N	16																					8	7.00e+00	day																normal	8.0	('normal', 'normal', 'normal', 'normal')	(8, 8, 8, 8)	('alt', 'albumin', 'bilirubin', 'creatinine')						young	8.0																												normal	8.0						
3037	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13595	518	paracetamol glucuronide	False					Y6	1252.0	0.203												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1252	Y6	214	homo sapiens	16	M	16	Y	8.0	1.0						yr	26.0	8.0	82.0	74.9		69.0	5.3		kilogram				Y	16.0	N	16																					8	7.00e+00	day																normal	8.0	('normal', 'normal', 'normal', 'normal')	(8, 8, 8, 8)	('alt', 'albumin', 'bilirubin', 'creatinine')						young	8.0																												normal	8.0						
3038	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13597	518	apapcys+apapmer	False					Y6	1252.0	0.0408												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1252	Y6	214	homo sapiens	16	M	16	Y	8.0	1.0						yr	26.0	8.0	82.0	74.9		69.0	5.3		kilogram				Y	16.0	N	16																					8	7.00e+00	day																normal	8.0	('normal', 'normal', 'normal', 'normal')	(8, 8, 8, 8)	('alt', 'albumin', 'bilirubin', 'creatinine')						young	8.0																												normal	8.0						
3039	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13607	518	paracetamol glucuronide	False					Y8	1254.0	0.18100000000000002												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1254	Y8	214	homo sapiens	16	M	16	Y	8.0	1.0						yr	20.0	8.0	82.0	74.9		69.0	5.3		kilogram				Y	16.0	N	16																					8	7.00e+00	day																normal	8.0	('normal', 'normal', 'normal', 'normal')	(8, 8, 8, 8)	('alt', 'albumin', 'bilirubin', 'creatinine')						young	8.0																												normal	8.0						
3040	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13606	518	paracetamol	False					Y8	1254.0	0.0132												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1254	Y8	214	homo sapiens	16	M	16	Y	8.0	1.0						yr	20.0	8.0	82.0	74.9		69.0	5.3		kilogram				Y	16.0	N	16																					8	7.00e+00	day																normal	8.0	('normal', 'normal', 'normal', 'normal')	(8, 8, 8, 8)	('alt', 'albumin', 'bilirubin', 'creatinine')						young	8.0																												normal	8.0						
3041	hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	thalf	public	13605	518	paracetamol	False					Y8	1254.0	1.9												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1254	Y8	214	homo sapiens	16	M	16	Y	8.0	1.0						yr	20.0	8.0	82.0	74.9		69.0	5.3		kilogram				Y	16.0	N	16																					8	7.00e+00	day																normal	8.0	('normal', 'normal', 'normal', 'normal')	(8, 8, 8, 8)	('alt', 'albumin', 'bilirubin', 'creatinine')						young	8.0																												normal	8.0						
3042	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13609	518	apapcys+apapmer	False					Y8	1254.0	0.0408												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1254	Y8	214	homo sapiens	16	M	16	Y	8.0	1.0						yr	20.0	8.0	82.0	74.9		69.0	5.3		kilogram				Y	16.0	N	16																					8	7.00e+00	day																normal	8.0	('normal', 'normal', 'normal', 'normal')	(8, 8, 8, 8)	('alt', 'albumin', 'bilirubin', 'creatinine')						young	8.0																												normal	8.0						
3043	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	clearance_renal	public	13610	518	paracetamol	False					Y8	1254.0	0.0132												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1254	Y8	214	homo sapiens	16	M	16	Y	8.0	1.0						yr	20.0	8.0	82.0	74.9		69.0	5.3		kilogram				Y	16.0	N	16																					8	7.00e+00	day																normal	8.0	('normal', 'normal', 'normal', 'normal')	(8, 8, 8, 8)	('alt', 'albumin', 'bilirubin', 'creatinine')						young	8.0																												normal	8.0						
3044	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13608	518	paracetamol sulfate	False					Y8	1254.0	0.113												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1254	Y8	214	homo sapiens	16	M	16	Y	8.0	1.0						yr	20.0	8.0	82.0	74.9		69.0	5.3		kilogram				Y	16.0	N	16																					8	7.00e+00	day																normal	8.0	('normal', 'normal', 'normal', 'normal')	(8, 8, 8, 8)	('alt', 'albumin', 'bilirubin', 'creatinine')						young	8.0																												normal	8.0						
3045	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13517	518	paracetamol glucuronide	False					E1	1255.0	0.221												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1255	E1	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	88.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3046	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13518	518	paracetamol sulfate	False					E1	1255.0	0.0798												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1255	E1	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	88.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3047	hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	thalf	public	13515	518	paracetamol	False					E1	1255.0	1.7												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1255	E1	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	88.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3048	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13516	518	paracetamol	False					E1	1255.0	0.006												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1255	E1	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	88.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3049	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	clearance_renal	public	13520	518	paracetamol	False					E1	1255.0	0.006												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1255	E1	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	88.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3050	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13519	518	apapcys+apapmer	False					E1	1255.0	0.0198												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1255	E1	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	88.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3051	hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	thalf	public	13527	518	paracetamol	False					E3	1257.0	2.6												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1257	E3	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	75.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3052	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13529	518	paracetamol glucuronide	False					E3	1257.0	0.24												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1257	E3	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	75.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3053	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13528	518	paracetamol	False					E3	1257.0	0.0084												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1257	E3	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	75.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3054	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13530	518	paracetamol sulfate	False					E3	1257.0	0.084												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1257	E3	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	75.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3055	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13531	518	apapcys+apapmer	False					E3	1257.0	0.0336												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1257	E3	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	75.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3056	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	clearance_renal	public	13532	518	paracetamol	False					E3	1257.0	0.0084												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1257	E3	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	75.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3057	hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	thalf	public	13533	518	paracetamol	False					E4	1258.0	1.9												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1258	E4	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	76.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3058	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13534	518	paracetamol	False					E4	1258.0	0.006												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1258	E4	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	76.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3059	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13536	518	paracetamol sulfate	False					E4	1258.0	0.0708												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1258	E4	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	76.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3060	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13535	518	paracetamol glucuronide	False					E4	1258.0	0.179												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1258	E4	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	76.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3061	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13537	518	apapcys+apapmer	False					E4	1258.0	0.0168												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1258	E4	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	76.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3062	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	urine	clearance_renal	public	13538	518	paracetamol	False					E4	1258.0	0.006												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1258	E4	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	76.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3063	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13542	518	paracetamol sulfate	False					E5	1259.0	0.113												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1259	E5	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	92.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3064	hour	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	thalf	public	13539	518	paracetamol	False					E5	1259.0	2.0												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1259	E5	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	92.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
3065	liter / hour / kilogram	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	plasma	clearance	public	13540	518	paracetamol	False					E5	1259.0	0.0078												dosing	public	[{'username': 'mkoenig'}, {'username': 'jbrandhorst'}]	517	paracetamol	single dose	oral	gram	1.0	tablet	0.0	hr					Miners1988	1259	E5	215	homo sapiens	16	M	16	Y	16.0	1.0						yr	92.0	8.0	87.0	77.2		72.0	3.0		kilogram				Y	16.0	N	16																																																	elder	8.0																																			
